Experiment,E2E_GFLOPs/Sample,E2E_Latency_ms/Sample,E2E_Total_Params,E2E_Param_Mem_MB,Max_Peak_VRAM_MB
train3__val_center_dna_prot_nt_v3_650m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,211.0209,13.11,1307900402,3747.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,211.0209,12.96,1307900402,3747.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_Test,211.0131,13.04,1305074162,3736.7,3643.92
train3__val_center_dna_prot_nt_v3_650m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,211.0131,13.12,1305074162,3736.7,3643.92
train3__val_center_dna_prot_nt_v3_650m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_UniProt,211.0131,13.11,1305074162,3736.7,3643.92
train3__val_center_dna_prot_nt_v3_650m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,211.0131,12.96,1305074162,3736.7,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train3Val_Test,195.3314,11.58,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train3Val_ClinVarHQ,195.3314,11.74,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train3Val_UniProt,195.3314,11.66,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train3Val_ProteinGym,195.3314,11.52,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train3Val_Test,195.3314,11.59,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,195.3314,11.75,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train3Val_UniProt,195.3314,11.67,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train3Val_ProteinGym,195.3314,11.53,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train3Val_Test,195.3398,11.6,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train3Val_ClinVarHQ,195.3398,11.76,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train3Val_UniProt,195.3398,11.68,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train3Val_ProteinGym,195.3398,11.54,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train3Val_Test,195.3321,11.58,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train3Val_ClinVarHQ,195.3321,11.74,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train3Val_UniProt,195.3321,11.66,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train3Val_ProteinGym,195.3321,11.52,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,195.3314,11.58,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,195.3314,11.74,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,195.3314,11.66,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,195.3314,11.52,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,195.3314,11.57,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,195.3314,11.73,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,195.3314,11.65,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,195.3314,11.51,1228675196,3590.23,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,195.3314,11.57,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,195.3314,11.73,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,195.3314,11.65,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,195.3314,11.51,1230776444,3598.25,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_Test,195.3398,11.57,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,195.3398,11.73,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,195.3398,11.65,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,195.3398,11.51,1231828604,3602.26,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_Test,195.3321,11.57,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,195.3321,11.73,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_UniProt,195.3321,11.65,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,195.3321,11.51,1229002364,3591.48,3643.92
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_Test,234.4523,10.06,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_ClinVarHQ,234.4523,10.35,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_UniProt,234.4523,10.37,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Concat__Train3Val_ProteinGym,234.4523,10.39,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_Test,234.4523,10.07,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,234.4523,10.36,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_UniProt,234.4523,10.38,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_CrossAttn__Train3Val_ProteinGym,234.4523,10.4,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_Test,234.4607,10.08,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ClinVarHQ,234.4607,10.37,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_UniProt,234.4607,10.39,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Transformer__Train3Val_ProteinGym,234.4607,10.41,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_Test,234.453,10.06,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_ClinVarHQ,234.453,10.35,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_UniProt,234.453,10.37,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_PyTorch_Gating__Train3Val_ProteinGym,234.453,10.39,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_Test,234.4523,10.06,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,234.4523,10.35,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_UniProt,234.4523,10.37,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,234.4523,10.39,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_Test,234.4523,10.05,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,234.4523,10.34,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,234.4523,10.36,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,234.4523,10.38,1152316691,2200.95,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,234.4523,10.05,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,234.4523,10.34,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,234.4523,10.36,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,234.4523,10.38,1154417939,2208.97,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_Test,234.4607,10.05,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,234.4607,10.34,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,234.4607,10.36,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,234.4607,10.38,1155470099,2212.98,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_Test,234.453,10.05,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,234.453,10.34,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_UniProt,234.453,10.36,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm1b_650m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,234.453,10.38,1152643859,2202.2,1961.98
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Concat__Train3Val_Test,234.4513,10.73,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Concat__Train3Val_ClinVarHQ,234.4513,10.86,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Concat__Train3Val_UniProt,234.4513,10.87,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Concat__Train3Val_ProteinGym,234.4513,10.87,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_Test,234.4513,10.74,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,234.4513,10.87,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_UniProt,234.4513,10.88,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_CrossAttn__Train3Val_ProteinGym,234.4513,10.88,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_Test,234.4597,10.75,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_ClinVarHQ,234.4597,10.88,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_UniProt,234.4597,10.89,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Transformer__Train3Val_ProteinGym,234.4597,10.89,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_Test,234.452,10.73,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_ClinVarHQ,234.452,10.86,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_UniProt,234.452,10.87,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_PyTorch_Gating__Train3Val_ProteinGym,234.452,10.87,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_Test,234.4513,10.73,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,234.4513,10.86,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_UniProt,234.4513,10.87,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Pure_XGBoost_Concat__Train3Val_ProteinGym,234.4513,10.87,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_Test,234.4513,10.72,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,234.4513,10.85,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_UniProt,234.4513,10.86,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,234.4513,10.86,1151000851,2198.44,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,234.4513,10.72,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,234.4513,10.85,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,234.4513,10.86,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,234.4513,10.86,1153102099,2206.46,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_Test,234.4597,10.72,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,234.4597,10.85,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,234.4597,10.86,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,234.4597,10.86,1154154259,2210.47,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_Test,234.452,10.72,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,234.452,10.85,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_UniProt,234.452,10.86,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esm2_650m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,234.452,10.86,1151328019,2199.69,1686.1
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_Test,218.7703,9.26,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_ClinVarHQ,218.7703,9.47,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_UniProt,218.7703,9.41,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Concat__Train3Val_ProteinGym,218.7703,9.42,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_Test,218.7703,9.27,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ClinVarHQ,218.7703,9.48,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_UniProt,218.7703,9.42,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_CrossAttn__Train3Val_ProteinGym,218.7703,9.43,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_Test,218.7787,9.28,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_ClinVarHQ,218.7787,9.49,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_UniProt,218.7787,9.43,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Transformer__Train3Val_ProteinGym,218.7787,9.44,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_Test,218.771,9.26,1075256221,2054.47,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_ClinVarHQ,218.771,9.47,1075256221,2054.47,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_UniProt,218.771,9.41,1075256221,2054.47,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_PyTorch_Gating__Train3Val_ProteinGym,218.771,9.42,1075256221,2054.47,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,218.7703,9.26,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,218.7703,9.47,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,218.7703,9.41,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,218.7703,9.42,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,218.7703,9.25,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,218.7703,9.46,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,218.7703,9.4,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,218.7703,9.41,1074929053,2053.22,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_Test,218.7703,9.25,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ClinVarHQ,218.7703,9.46,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_UniProt,218.7703,9.4,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train3Val_ProteinGym,218.7703,9.41,1077030301,2061.24,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_Test,218.7787,9.25,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ClinVarHQ,218.7787,9.46,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_UniProt,218.7787,9.4,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Transformer_XGBoost__Train3Val_ProteinGym,218.7787,9.41,1078082461,2065.25,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_Test,218.771,9.25,1075256221,2054.47,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ClinVarHQ,218.771,9.46,1075256221,2054.47,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_UniProt,218.771,9.4,1075256221,2054.47,1469.0
train3__val_center_dna_prot_nt_v2_500m_esmc_600m_Hybrid_Gating_XGBoost__Train3Val_ProteinGym,218.771,9.41,1075256221,2054.47,1469.0
train3__val_center_dna_nt_v1_500m_None_PyTorch_Concat__Train3Val_Test,97.7194,3.86,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_PyTorch_Concat__Train3Val_ClinVarHQ,97.7194,4.23,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_PyTorch_Concat__Train3Val_UniProt,97.7194,4.19,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_PyTorch_Concat__Train3Val_ProteinGym,97.7194,4.2,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Pure_XGBoost_Concat__Train3Val_Test,97.7194,3.86,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,97.7194,4.22,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Pure_XGBoost_Concat__Train3Val_UniProt,97.7194,4.19,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Pure_XGBoost_Concat__Train3Val_ProteinGym,97.7194,4.2,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Hybrid_Concat_XGBoost__Train3Val_Test,97.7194,3.86,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,97.7194,4.22,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Hybrid_Concat_XGBoost__Train3Val_UniProt,97.7194,4.19,486588011,929.79,1656.34
train3__val_center_dna_nt_v1_500m_None_Hybrid_Concat_XGBoost__Train3Val_ProteinGym,97.7194,4.2,486588011,929.79,1656.34
train3__val_center_prot_None_esmc_600m_PyTorch_Concat__Train3Val_Test,118.3928,4.68,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_PyTorch_Concat__Train3Val_ClinVarHQ,118.3928,4.75,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_PyTorch_Concat__Train3Val_UniProt,118.3928,4.69,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_PyTorch_Concat__Train3Val_ProteinGym,118.3928,4.7,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train3Val_Test,118.3928,4.68,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train3Val_ClinVarHQ,118.3928,4.76,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train3Val_UniProt,118.3928,4.69,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train3Val_ProteinGym,118.3928,4.7,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_Test,118.3928,4.68,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_ClinVarHQ,118.3928,4.75,575860161,1099.94,1469.0
train3__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train3Val_UniProt,118.3928,4.69,575860161,1099.94,1469.0
